run_id,experiment,metric,value,notes
20260405T160159Z,cs800_co100_k4,mean_hallucination,0.710000,"{""grid_index"": 2, ""chunk_size"": 800, ""chunk_overlap"": 100, ""top_k"": 4, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=384a0e72-b853-4129-af7a-b21d5130529f"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.825, ""relevance"": 0.5625, ""hallucination"": 0.825, ""conciseness"": 0.6999999999999998}, ""easy"": {""correctness"": 0.725, ""relevance"": 0.6, ""hallucination"": 0.575, ""conciseness"": 0.725}, ""hard"": {""correctness"": 0.925, ""relevance"": 0.8999999999999999, ""hallucination"": 0.75, ""conciseness"": 0.625}}}"
20260405T160159Z,cs800_co100_k4,mean_relevance,0.645000,"{""grid_index"": 2, ""chunk_size"": 800, ""chunk_overlap"": 100, ""top_k"": 4, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=384a0e72-b853-4129-af7a-b21d5130529f"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.825, ""relevance"": 0.5625, ""hallucination"": 0.825, ""conciseness"": 0.6999999999999998}, ""easy"": {""correctness"": 0.725, ""relevance"": 0.6, ""hallucination"": 0.575, ""conciseness"": 0.725}, ""hard"": {""correctness"": 0.925, ""relevance"": 0.8999999999999999, ""hallucination"": 0.75, ""conciseness"": 0.625}}}"
20260405T160159Z,cs1000_co100_k3,mean_conciseness,0.665000,"{""grid_index"": 3, ""chunk_size"": 1000, ""chunk_overlap"": 100, ""top_k"": 3, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=eb5ec2d4-f737-4c32-b96e-7a3070627859"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.75, ""relevance"": 0.6875, ""hallucination"": 0.75, ""conciseness"": 0.675}, ""easy"": {""correctness"": 0.4, ""relevance"": 0.5625, ""hallucination"": 0.5375, ""conciseness"": 0.6875}, ""hard"": {""correctness"": 0.675, ""relevance"": 0.7, ""hallucination"": 0.7, ""conciseness"": 0.6000000000000001}}}"
20260405T160159Z,cs1000_co100_k3,mean_correctness,0.595000,"{""grid_index"": 3, ""chunk_size"": 1000, ""chunk_overlap"": 100, ""top_k"": 3, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=eb5ec2d4-f737-4c32-b96e-7a3070627859"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.75, ""relevance"": 0.6875, ""hallucination"": 0.75, ""conciseness"": 0.675}, ""easy"": {""correctness"": 0.4, ""relevance"": 0.5625, ""hallucination"": 0.5375, ""conciseness"": 0.6875}, ""hard"": {""correctness"": 0.675, ""relevance"": 0.7, ""hallucination"": 0.7, ""conciseness"": 0.6000000000000001}}}"
20260405T160159Z,cs1000_co100_k3,mean_hallucination,0.655000,"{""grid_index"": 3, ""chunk_size"": 1000, ""chunk_overlap"": 100, ""top_k"": 3, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=eb5ec2d4-f737-4c32-b96e-7a3070627859"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.75, ""relevance"": 0.6875, ""hallucination"": 0.75, ""conciseness"": 0.675}, ""easy"": {""correctness"": 0.4, ""relevance"": 0.5625, ""hallucination"": 0.5375, ""conciseness"": 0.6875}, ""hard"": {""correctness"": 0.675, ""relevance"": 0.7, ""hallucination"": 0.7, ""conciseness"": 0.6000000000000001}}}"
20260405T160159Z,cs1000_co100_k3,mean_relevance,0.640000,"{""grid_index"": 3, ""chunk_size"": 1000, ""chunk_overlap"": 100, ""top_k"": 3, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=eb5ec2d4-f737-4c32-b96e-7a3070627859"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.75, ""relevance"": 0.6875, ""hallucination"": 0.75, ""conciseness"": 0.675}, ""easy"": {""correctness"": 0.4, ""relevance"": 0.5625, ""hallucination"": 0.5375, ""conciseness"": 0.6875}, ""hard"": {""correctness"": 0.675, ""relevance"": 0.7, ""hallucination"": 0.7, ""conciseness"": 0.6000000000000001}}}"
20260405T160159Z,cs1000_co200_k5,mean_conciseness,0.670000,"{""grid_index"": 4, ""chunk_size"": 1000, ""chunk_overlap"": 200, ""top_k"": 5, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=c87fb1b8-fa50-4dd0-b546-3d1bd6431bee"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.7375, ""relevance"": 0.8, ""hallucination"": 0.875, ""conciseness"": 0.7}, ""easy"": {""correctness"": 0.7125, ""relevance"": 0.8125, ""hallucination"": 0.65, ""conciseness"": 0.725}, ""hard"": {""correctness"": 0.725, ""relevance"": 0.675, ""hallucination"": 0.7, ""conciseness"": 0.49999999999999994}}}"
20260405T160159Z,cs1000_co200_k5,mean_correctness,0.725000,"{""grid_index"": 4, ""chunk_size"": 1000, ""chunk_overlap"": 200, ""top_k"": 5, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=c87fb1b8-fa50-4dd0-b546-3d1bd6431bee"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.7375, ""relevance"": 0.8, ""hallucination"": 0.875, ""conciseness"": 0.7}, ""easy"": {""correctness"": 0.7125, ""relevance"": 0.8125, ""hallucination"": 0.65, ""conciseness"": 0.725}, ""hard"": {""correctness"": 0.725, ""relevance"": 0.675, ""hallucination"": 0.7, ""conciseness"": 0.49999999999999994}}}"
20260405T160159Z,cs1000_co200_k5,mean_hallucination,0.750000,"{""grid_index"": 4, ""chunk_size"": 1000, ""chunk_overlap"": 200, ""top_k"": 5, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=c87fb1b8-fa50-4dd0-b546-3d1bd6431bee"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.7375, ""relevance"": 0.8, ""hallucination"": 0.875, ""conciseness"": 0.7}, ""easy"": {""correctness"": 0.7125, ""relevance"": 0.8125, ""hallucination"": 0.65, ""conciseness"": 0.725}, ""hard"": {""correctness"": 0.725, ""relevance"": 0.675, ""hallucination"": 0.7, ""conciseness"": 0.49999999999999994}}}"
20260405T160159Z,cs1000_co200_k5,mean_relevance,0.780000,"{""grid_index"": 4, ""chunk_size"": 1000, ""chunk_overlap"": 200, ""top_k"": 5, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=c87fb1b8-fa50-4dd0-b546-3d1bd6431bee"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.7375, ""relevance"": 0.8, ""hallucination"": 0.875, ""conciseness"": 0.7}, ""easy"": {""correctness"": 0.7125, ""relevance"": 0.8125, ""hallucination"": 0.65, ""conciseness"": 0.725}, ""hard"": {""correctness"": 0.725, ""relevance"": 0.675, ""hallucination"": 0.7, ""conciseness"": 0.49999999999999994}}}"
20260405T160159Z,cs1000_co200_k7,mean_conciseness,0.680000,"{""grid_index"": 5, ""chunk_size"": 1000, ""chunk_overlap"": 200, ""top_k"": 7, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=7495537c-9a1a-48e7-a412-3b1398f99df7"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.875, ""relevance"": 0.85, ""hallucination"": 0.85, ""conciseness"": 0.7125}, ""easy"": {""correctness"": 0.6875, ""relevance"": 0.7125, ""hallucination"": 0.45, ""conciseness"": 0.6625}, ""hard"": {""correctness"": 0.8999999999999999, ""relevance"": 0.8500000000000001, ""hallucination"": 0.8500000000000001, ""conciseness"": 0.65}}}"
20260405T160159Z,cs1000_co200_k7,mean_correctness,0.805000,"{""grid_index"": 5, ""chunk_size"": 1000, ""chunk_overlap"": 200, ""top_k"": 7, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=7495537c-9a1a-48e7-a412-3b1398f99df7"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.875, ""relevance"": 0.85, ""hallucination"": 0.85, ""conciseness"": 0.7125}, ""easy"": {""correctness"": 0.6875, ""relevance"": 0.7125, ""hallucination"": 0.45, ""conciseness"": 0.6625}, ""hard"": {""correctness"": 0.8999999999999999, ""relevance"": 0.8500000000000001, ""hallucination"": 0.8500000000000001, ""conciseness"": 0.65}}}"
20260405T160159Z,cs1000_co200_k7,mean_hallucination,0.690000,"{""grid_index"": 5, ""chunk_size"": 1000, ""chunk_overlap"": 200, ""top_k"": 7, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=7495537c-9a1a-48e7-a412-3b1398f99df7"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.875, ""relevance"": 0.85, ""hallucination"": 0.85, ""conciseness"": 0.7125}, ""easy"": {""correctness"": 0.6875, ""relevance"": 0.7125, ""hallucination"": 0.45, ""conciseness"": 0.6625}, ""hard"": {""correctness"": 0.8999999999999999, ""relevance"": 0.8500000000000001, ""hallucination"": 0.8500000000000001, ""conciseness"": 0.65}}}"
20260405T160159Z,cs1000_co200_k7,mean_relevance,0.795000,"{""grid_index"": 5, ""chunk_size"": 1000, ""chunk_overlap"": 200, ""top_k"": 7, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=7495537c-9a1a-48e7-a412-3b1398f99df7"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.875, ""relevance"": 0.85, ""hallucination"": 0.85, ""conciseness"": 0.7125}, ""easy"": {""correctness"": 0.6875, ""relevance"": 0.7125, ""hallucination"": 0.45, ""conciseness"": 0.6625}, ""hard"": {""correctness"": 0.8999999999999999, ""relevance"": 0.8500000000000001, ""hallucination"": 0.8500000000000001, ""conciseness"": 0.65}}}"
20260405T160159Z,cs1500_co200_k3,mean_conciseness,0.745000,"{""grid_index"": 6, ""chunk_size"": 1500, ""chunk_overlap"": 200, ""top_k"": 3, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=0c4180b7-93a2-46f6-b87c-c171a237e164"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.7125, ""relevance"": 0.5750000000000001, ""hallucination"": 0.85, ""conciseness"": 0.825}, ""easy"": {""correctness"": 0.3125, ""relevance"": 0.6, ""hallucination"": 0.625, ""conciseness"": 0.7000000000000001}, ""hard"": {""correctness"": 0.65, ""relevance"": 0.825, ""hallucination"": 0.575, ""conciseness"": 0.675}}}"
20260405T160159Z,cs1500_co200_k3,mean_correctness,0.540000,"{""grid_index"": 6, ""chunk_size"": 1500, ""chunk_overlap"": 200, ""top_k"": 3, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=0c4180b7-93a2-46f6-b87c-c171a237e164"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.7125, ""relevance"": 0.5750000000000001, ""hallucination"": 0.85, ""conciseness"": 0.825}, ""easy"": {""correctness"": 0.3125, ""relevance"": 0.6, ""hallucination"": 0.625, ""conciseness"": 0.7000000000000001}, ""hard"": {""correctness"": 0.65, ""relevance"": 0.825, ""hallucination"": 0.575, ""conciseness"": 0.675}}}"
20260405T160159Z,cs1500_co200_k3,mean_hallucination,0.705000,"{""grid_index"": 6, ""chunk_size"": 1500, ""chunk_overlap"": 200, ""top_k"": 3, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=0c4180b7-93a2-46f6-b87c-c171a237e164"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.7125, ""relevance"": 0.5750000000000001, ""hallucination"": 0.85, ""conciseness"": 0.825}, ""easy"": {""correctness"": 0.3125, ""relevance"": 0.6, ""hallucination"": 0.625, ""conciseness"": 0.7000000000000001}, ""hard"": {""correctness"": 0.65, ""relevance"": 0.825, ""hallucination"": 0.575, ""conciseness"": 0.675}}}"
20260405T160159Z,cs1500_co200_k3,mean_relevance,0.635000,"{""grid_index"": 6, ""chunk_size"": 1500, ""chunk_overlap"": 200, ""top_k"": 3, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=0c4180b7-93a2-46f6-b87c-c171a237e164"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.7125, ""relevance"": 0.5750000000000001, ""hallucination"": 0.85, ""conciseness"": 0.825}, ""easy"": {""correctness"": 0.3125, ""relevance"": 0.6, ""hallucination"": 0.625, ""conciseness"": 0.7000000000000001}, ""hard"": {""correctness"": 0.65, ""relevance"": 0.825, ""hallucination"": 0.575, ""conciseness"": 0.675}}}"
20260405T160159Z,cs1500_co300_k5,mean_conciseness,0.615000,"{""grid_index"": 7, ""chunk_size"": 1500, ""chunk_overlap"": 300, ""top_k"": 5, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=84d1394b-04f9-443b-9e80-dee2292222eb"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.625, ""relevance"": 0.5875, ""hallucination"": 0.6, ""conciseness"": 0.6625}, ""easy"": {""correctness"": 0.5875, ""relevance"": 0.675, ""hallucination"": 0.35, ""conciseness"": 0.675}, ""hard"": {""correctness"": 0.725, ""relevance"": 0.65, ""hallucination"": 0.7, ""conciseness"": 0.4}}}"
20260405T160159Z,cs1500_co300_k5,mean_correctness,0.630000,"{""grid_index"": 7, ""chunk_size"": 1500, ""chunk_overlap"": 300, ""top_k"": 5, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=84d1394b-04f9-443b-9e80-dee2292222eb"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.625, ""relevance"": 0.5875, ""hallucination"": 0.6, ""conciseness"": 0.6625}, ""easy"": {""correctness"": 0.5875, ""relevance"": 0.675, ""hallucination"": 0.35, ""conciseness"": 0.675}, ""hard"": {""correctness"": 0.725, ""relevance"": 0.65, ""hallucination"": 0.7, ""conciseness"": 0.4}}}"
20260405T160159Z,cs1500_co300_k5,mean_hallucination,0.520000,"{""grid_index"": 7, ""chunk_size"": 1500, ""chunk_overlap"": 300, ""top_k"": 5, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=84d1394b-04f9-443b-9e80-dee2292222eb"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.625, ""relevance"": 0.5875, ""hallucination"": 0.6, ""conciseness"": 0.6625}, ""easy"": {""correctness"": 0.5875, ""relevance"": 0.675, ""hallucination"": 0.35, ""conciseness"": 0.675}, ""hard"": {""correctness"": 0.725, ""relevance"": 0.65, ""hallucination"": 0.7, ""conciseness"": 0.4}}}"
20260405T160159Z,cs1500_co300_k5,mean_relevance,0.635000,"{""grid_index"": 7, ""chunk_size"": 1500, ""chunk_overlap"": 300, ""top_k"": 5, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=84d1394b-04f9-443b-9e80-dee2292222eb"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.625, ""relevance"": 0.5875, ""hallucination"": 0.6, ""conciseness"": 0.6625}, ""easy"": {""correctness"": 0.5875, ""relevance"": 0.675, ""hallucination"": 0.35, ""conciseness"": 0.675}, ""hard"": {""correctness"": 0.725, ""relevance"": 0.65, ""hallucination"": 0.7, ""conciseness"": 0.4}}}"
20260405T160159Z,cs2000_co200_k3,mean_conciseness,0.625000,"{""grid_index"": 8, ""chunk_size"": 2000, ""chunk_overlap"": 200, ""top_k"": 3, ""provider"": ""ollama"", ""langsmith_url"": ""https://eu.smith.langchain.com/o/050cf493-ec9e-4b24-9a5c-3fc00eb2f91d/datasets/4749af9f-046e-4a1c-b1a2-6869dc7911d1/compare?selectedSessions=431973dd-35b4-41ba-9091-37680614c83c"", ""mean_by_difficulty"": {""medium"": {""correctness"": 0.375, ""relevance"": 0.46249999999999997, ""hallucination"": 0.625, ""conciseness"": 0.675}, ""easy"": {""correctness"": 0.625, ""relevance"": 0.6, ""hallucination"": 0.5, ""conciseness"": 0.625}, ""hard"": {""correctness"": 0.85, ""relevance"": 0.875, ""hallucination"": 0.45, ""conciseness"": 0.525}}}"
